"CASRN"	"Chemical"	"Tc"	"Pc"	"Vc"	"omega"
"6069-98-3"	"cis-1-methyl-4-isopropylcyclohexane"	667	25.7	534	0.274
"60703-31-3"	"2,5-dimethyl-4-hexeN-3-ol"	615	31	387.5	
"6071-27-8"	"1,3-decanediol"	710.95	25.35	627.5	1.309
"6071-32-5"	"1,3-undecanediol"	723.65	23.07	683.5	1.317
"6079-57-8"	"4,4-dimethyl-2-thiapentane"	602.51	32.36	414.5	0.29
"608-25-3"	"1,3-dihydroxy-2-methylbenzene"	801.7	61.32	187.5	0.565
"608-93-5"	"pentachlorobenzene"	791.17	34.28	508.5	0.493
"60836-07-9"	"2,4,6-trimethyl-4-heptanol"	607.76	23.77	591.5	0.757
"60899-39-0"	"2-dodecylnaphthalene"	862.23	13.04	1081.5	0.807
"609-26-7"	"3-ethyl-2-methylpentane"	567	27	442.8	0.329
"609-27-8"	"3-ethyl-2-pentanol"	582.81	31.49	434.5	0.731
"609-72-3"	"2-methyl-N,N-dimethylaniline"	705.58	32.84	482	0.413
"6094-02-6"	"2-methyl-1-hexene"	538	28.7	398	0.309
"610-39-9"	"3,4-dinitrotoluene"	842	34	487	0.709
"61064-08-2"	"3,4-dimethyl-1-pentyne"	539.46	33.57	377.5	0.241
"6108-61-8"	"cis-2,cis-4-hexadiene"	539.46	35.01	331.5	0.256
"611-12-1"	"2-(diethylamino)-1-propanol"	716	33	468.3	
"611-14-3"	"o-ethyltoluene"	650	32.9	427	0.335
"611-15-4"	"o-methylstyrene"	659	34.7	407	0.341
"611-19-8"	"1-chloro-2-(chloromethyl)benzene"	710	36.2	404	0.343
"611-21-2"	"N,2-dimethylaniline"	695.58	36.84	432	0.433
"611-32-5"	"8-methylquinoline"	764.56	38.29	458.5	0.452
"611-43-8"	"2,3'-trimethylbiphenyl"	781.7	31.3	593	0.495
"611-61-0"	"2,4'-dimethlbiphenyl"	788.2	31.3	593	0.455
"6111-88-2"	"2-chloro-2,4,4-trimethylpentane"	642.41	24.43	532.5	0.462
"6117-80-2"	"cis-2-butene-1,4-diol"	678	52	279	1.175
"6117-91-5"	"2-buteN-1-ol"	559	52.2	223.2	
"6117-98-2"	"2,3-dimethyldodecane"	686.04	15.43	807.5	0.595
"6117-99-3"	"2,4-dimethyldodecane"	668.89	15.43	807.5	0.595
"6118-14-5"	"1-methyl-2-propeN-1-ol, (+,-)"	559	52.2	223.2	
"612-00-0"	"1,1-diphenylethane"	775	26.8	604	0.457
"612-12-4"	"1,2-bis(chloromethyl)benzene"	735	33	446	
"612-58-8"	"3-methylquinoline"	770.99	38.29	458.5	0.452
"612-60-2"	"7-methylquinoline"	778.95	38.29	458.5	0.452
"612-75-9"	"3,3'-dimethylbiphenyl"	796.1	31.3	593	0.512
"61228-10-2"	"5-ethyl-5-methyl-3-heptyne"	642.22	24.46	557.5	0.417
"613-33-2"	"4,4'-dimethylbiphenyl"	817.7	31.3	593	0.443
"613-48-9"	"N,N-diethyl-4-methylaniline"	700	27.5	566.1	
"613-97-8"	"N-ethyl-N-methylaniline"	705.58	32.84	482	0.413
"6130-96-7"	"1,1-dichloro-3,3-dimethylbutane"	633.09	28.91	463.5	0.397
"6131-24-4"	"3-methylhexane, (S)-"	532.41	28.33	412.4	0.301
"6137-03-7"	"3-ethyl-2-pentanone"	590.99	30.22	427.5	0.451
"6137-08-2"	"3-methyl-2-octanone"	629.65	24.67	533.8	0.541
"6137-15-1"	"4-methyl-3-octanone"	629.65	24.67	533.8	0.541
"6137-26-4"	"4-dodecanone"	687.46	18.79	713.5	0.691
"61394-27-2"	"3,trans-5-dimethylcyclopentene"	557.42	34.32	353.5	0.245
"6140-80-3"	"3-(1-methylethoxy)-1-propene"	536	31.2	364	0.38
"6144-93-0"	"4,4-dimethyl-2-pentanol"	570.48	31.88	429.5	0.662
"615-29-2"	"4-methyl-3-hexanol"	578.7	31.49	434.5	0.731
"615-39-4"	"trans-2-methylcyclohexanol, (±)"	635	37.9	414	0.685
"61531-45-1"	"pentyl nonanoate"	695	16.6	807.4	
"61539-75-1"	"4,5-dibromooctane"	716.02	29.54	601.5	0.616
"61568-48-7"	"3-ethylthiacyclohexane"	646.42	34.97	406.5	0.288
"6158-45-8"	"1-isopropylnaphthalene"	769.66	27.79	571.5	0.463
"616-02-4"	"3-methyl-2,5-furandione"	721	58.4	272	0.57
"616-12-6"	"trans-3-methyl-2-pentene"	517	31.9	343	0.263
"616-13-7"	"1-chloro-2-methylbutane"	561.92	33.53	358.5	0.299
"616-19-3"	"1,3-dichloro-2-methylpropane"	616.35	35.94	351.5	0.308
"616-20-6"	"3-chloropentane"	557.79	33.53	358.5	0.299
"616-21-7"	"1,2-dichlorobutane"	600	36.8	343	0.299
"616-23-9"	"2,3-dichloro-1-propanol"	647	45	308	0.699
"616-24-0"	"3-pentanamine"	525.16	35.4	345.8	0.379
"616-25-1"	"1-penteN-3-ol"	573	45.5	258.4	
"616-31-9"	"3-pentanethiol"	580	34	383	0.317
"616-38-6"	"dimethyl carbonate"	548	45	251	0.385
"616-39-7"	"methyldiethylamine"	507.56	36.29	353.5	0.347
"616-43-3"	"3-methylpyrrole"	610	47.7	283	0.213
"616-44-4"	"3-methylthiophene"	613	49.1	276	0.24
"616-45-5"	"2-pyrrolidone"	802	61.7	264	0.432
"616-55-7"	"2,4-di-tert-butyl-6-methylphenol"	738.5	20.9	757	0.793
"6161-67-7"	"4-methyl-3-ethylphenol"	739.51	37.87	365.5	0.495
"6163-64-0"	"3,3-dimethyl-2-thiabutane"	570	35.4	360	0.233
"6163-66-2"	"di-tert-butyl ether"	550	25.3	487	0.346
"6165-37-3"	"4-propylnonane"	635.9	17.92	701.5	0.548
"6165-44-2"	"1,4-dicyclohexylbutane"	768.14	18.2	797.5	0.512
"61675-14-7"	"4-methyl-5-hexeN-2-one"	615	35.6	391.3	
"6168-72-5"	"2-amino-1-propanol, (±)"	631	54.63	269.7	0.737
"6169-06-8"	"(S)-(+)-2-octanol"	600.92	28.49	488	0.733
"617-29-8"	"2-methyl-3-hexanol"	573.21	31.49	434.5	0.731
"617-30-1"	"2,3-hexanediol"	628.03	39.36	397.5	1.179
"617-50-5"	"1-methylethyl isobutanoate"	584	27.65	444.5	0.456
"617-79-8"	"1-amino-2-ethylbutane"	592.91	33.45	394.5	0.451
"617-80-1"	"2-ethylbutanenitrile"	602.56	30.49	391.5	0.442
"617-84-5"	"N,N-diethylformamide"	692	35.6	383	0.449
"617-92-5"	"1-ethyl-1H-pyrrole"	630	44	312.5	
"617-94-7"	"2-phenyl-2-propanol"	660	34.9	440	0.698
"6175-49-1"	"2-dodecanone"	687.46	18.79	713.5	0.691
"61764-94-1"	"4-chloro-4-methylheptane"	642.41	24.43	532.5	0.462
"61783-87-7"	"4-methyl-3-propylphenol"	780.8	33.76	421.5	0.541
"618-45-1"	"3-isopropylphenol"	734.54	38.97	359.5	0.464
"618-46-2"	"m-chlorobenzoyl chloride"	724	36.8	406	0.454
"618-85-9"	"3,5-dinitrotoluene"	814	34	473	0.702
"61827-85-8"	"1,3-dimethyl-4-propylbenzene"	680.84	25.69	543.5	0.441
"61827-86-9"	"1,2,3-trimethyl-4-ethylbenzene"	699.56	25.3	543.5	0.441
"61827-87-0"	"1,2,4-trimethyl-3-ethylbenzene"	694.17	25.3	543.5	0.441
"61827-90-5"	"heptacosylcyclopentane"	918.63	5.92	1768.5	
"61827-91-6"	"octacosylcyclopentane"	932.17	5.65	1824.5	
"61827-92-7"	"nonacosylcyclopentane"	945.42	5.4	1880.5	
"61827-93-8"	"triacontylcyclopentane"	959.65	5.17	1936.5	
"61827-94-9"	"hentriacontylcyclopentane"	974.92	4.95	1992.5	
"61827-98-3"	"pentatriacontylcyclopentane"	1043.89	4.2	2216.5	
"61827-99-4"	"hexatriacontylcyclopentane"	1064.12	4.04	2272.5	
"61828-00-0"	"1-methyl-1-isopropylcyclopentane"	626.05	29.25	472.5	0.292
"61828-01-1"	"1-methyl-trans-2-isopropylcyclopentane"	608.73	26.93	473.5	0.305
"61828-02-2"	"1-methyl-cis3-isopropylcyclopentane"	610.2	26.93	473.5	0.305
"61828-03-3"	"1-methyl-trans-3-isopropylcyclopentane"	610.2	26.93	473.5	0.305
"61828-04-4"	"tricosylbenzene"	880.45	7.42	1551.5	
"61828-05-5"	"tetracosylbenzene"	890.74	7.05	1607.5	
"61828-06-6"	"pentacosylbenzene"	901.84	6.7	1663.5	
"61828-07-7"	"docosylcyclohexane"	874.41	7.3	1536.5	
"61828-08-8"	"tricosylcyclohexane"	884.21	6.94	1592.5	
"61828-09-9"	"tetracosylcyclohexane"	896.02	6.6	1648.5	
"61828-10-2"	"pentacosylcyclohexane"	907.42	6.28	1704.5	
"61828-11-3"	"hexacosylcyclohexane"	919.67	5.99	1760.5	
"61828-12-4"	"heptacosylcyclohexane"	931.57	5.72	1816.5	
"61828-13-5"	"octacosylcyclohexane"	944.39	5.47	1872.5	
"61828-14-6"	"nonacosylcyclohexane"	958.18	5.23	1928.5	
"61828-15-7"	"triacontylcyclohexane"	972.99	5.01	1984.5	
"61828-16-8"	"hentriacontylcyclohexane"	987.61	4.8	2040.5	
"61828-17-9"	"dotriacontylcyclohexane"	1004.63	4.6	2096.5	
"61828-18-0"	"tritriacontylcyclohexane"	1021.59	4.42	2152.5	
"61828-19-1"	"tetratriacontylcyclohexane"	1039.83	4.25	2208.5	
"61828-20-4"	"pentatriacontylcyclohexane"	1060.75	4.08	2264.5	
"61828-21-5"	"hexatriacontylcyclohexane"	1079.19	3.93	2320.5	
"61828-25-9"	"heptacosylbenzene"	925.34	6.08	1775.5	
"61828-26-0"	"octacosylbenzene"	937.81	5.8	1831.5	
"61828-27-1"	"nonacosylbenzene"	951.23	5.54	1887.5	
"61828-28-2"	"hentriacontylbenzene"	979.86	5.07	1999.5	
"61828-29-3"	"dotriacontylbenzene"	995.18	4.86	2055.5	
"61828-30-6"	"tritriacontylbenzene"	1011.66	4.66	2111.5	
"61828-31-7"	"tetratriacontylbenzene"	1029.38	4.48	2167.5	
"61828-32-8"	"pentatriacontylbenzene"	1048.44	4.3	2223.5	
"61828-33-9"	"hexatriacontylbenzene"	1067.6	4.13	2279.5	
"61828-34-0"	"1,4-tridecanediol"	776.55	19.34	795.5	1.31
"61828-35-1"	"DL-erythro-2,3-pentanediol"	631.58	44.56	341.5	1.142
"61828-36-2"	"DL-threo-2,3-pentanediol"	631.58	44.56	341.5	1.142
"61847-78-7"	"2,4-dimethyl-trans-3-hexene"	557.71	27.1	458.5	0.322
"61847-80-1"	"4-methyl-3-ethyl-1-pentene"	556.43	26.9	452.5	0.327
"61847-81-2"	"1-heneicosyne"	782.42	10.5	1173.5	0.764
"61847-82-3"	"1-docosyne"	793.12	9.88	1229.5	0.765
"61847-83-4"	"1-tricosyne"	804.42	9.31	1285.5	0.759
"61847-84-5"	"1-tetracosyne"	815.11	8.78	1341.5	0.746
"61847-85-6"	"1-pentacosyne"	825.22	8.31	1397.5	0.725
"61847-86-7"	"1-hexacosyne"	836	7.86	1453.5	
"61847-87-8"	"1-heptacosyne"	847.49	7.46	1509.5	
"61847-88-9"	"1-octacosyne"	858.49	7.08	1565.5	
"61847-89-0"	"1-nonacosyne"	870.24	6.73	1621.5	
"61847-90-3"	"1-triacontyne"	882.79	6.41	1677.5	
"61847-91-4"	"1-hentriacontyne"	896.17	6.11	1733.5	
"61847-92-5"	"1-dotriacontyne"	909.18	5.83	1789.5	
"61847-93-6"	"1-tritriacontyne"	923.11	5.57	1845.5	
"61847-94-7"	"1-pentatriacontyne"	952.63	5.1	1957.5	
"61847-95-8"	"1-hexatriacontyne"	968.33	4.88	2013.5	
"61847-96-9"	"2-heptadecyne"	753.8	13.82	949.5	0.68
"61847-97-0"	"2-octadecyne"	764.58	12.88	1005.5	0.707
"61847-98-1"	"2-nonadecyne"	775.87	12.04	1061.5	0.728
"61847-99-2"	"2-eicosyne"	786.42	11.28	1117.5	0.744
"61868-01-7"	"1-methyl-cis2-isopropylcyclopentane"	619.02	26.93	473.5	0.305
"61868-02-8"	"2,3-dimethylhexadecane"	742.82	11.65	1088.6	0.706
"61868-03-9"	"2,3-dimethylheptadecane"	754.89	10.92	1148.3	0.722
"61868-04-0"	"2,3-dimethyloctadecane"	767.45	10.26	1208	0.732
"61868-05-1"	"2,4-dimethyltridecane"	683.39	14.33	863.5	0.629
"61868-06-2"	"2,4-dimethyltetradecane"	695.62	13.34	969.2	0.659
"61868-07-3"	"2,4-dimethylpentadecane"	708.24	12.45	1028.9	0.685
"61868-08-4"	"2,4-dimethylhexadecane"	720.01	11.65	1088.6	0.706
"61868-09-5"	"2,4-dimethylheptadecane"	730.99	10.92	1148.3	0.722
"61868-10-8"	"2,4-dimethyloctadecane"	742.46	10.26	1208	0.732
"61868-11-9"	"1-tritriacontene"	930.68	5.3	1864.5	
"61868-12-0"	"1-tetratriacontene"	946.56	5.07	1920.5	
"61868-13-1"	"1-pentatriacontene"	963.51	4.86	1976.5	
"61868-14-2"	"1-hexatriacontene"	980.33	4.66	2032.5	
"61868-15-3"	"1-heptatriacontene"	998.34	4.47	2088.5	
"61868-16-4"	"1-octatriacontene"	1017.62	4.3	2144.5	
"61868-17-5"	"1-nonatriacontene"	1038.28	4.13	2200.5	
"61868-18-6"	"1-tetracontene"	1059.09	3.97	2256.5	
"61868-19-7"	"2-methyl-1-hexadecene"	732.59	12.73	969.5	0.699
"61868-20-0"	"2-methyl-1-octadecene"	757.46	11.15	1081.5	0.736
"61868-21-1"	"2,3-dimethyl-3-ethylheptane"	630.56	19.81	634.5	0.419
"61868-22-2"	"2,3-dimethyl-4-ethylheptane"	625.29	19.75	633.5	0.449
"61868-23-3"	"2,3-dimethyl-5-ethylheptane"	623.9	19.75	633.5	0.449
"61868-24-4"	"2,4-dimethyl-3-ethylheptane"	625.29	19.75	633.5	0.449
"61868-25-5"	"2,4-dimethyl-4-ethylheptane"	616.64	19.81	634.5	0.419
"61868-26-6"	"2,4-dimethyl-5-ethylheptane"	621.14	19.75	633.5	0.449
"61868-27-7"	"2,5-dimethyl-3-ethylheptane"	621.14	19.75	633.5	0.449
"61868-28-8"	"2,5-dimethyl-4-ethylheptane"	619.75	19.75	633.5	0.449
"61868-29-9"	"2,5-dimethyl-5-ethylheptane"	627.77	19.81	634.5	0.419
"61868-30-2"	"2,6-dimethyl-3-ethylheptane"	621.14	19.75	633.5	0.449
"61868-31-3"	"2,6-dimethyl-4-ethylheptane"	612.84	19.75	633.5	0.449
"61868-32-4"	"3,3-dimethyl-4-ethylheptane"	630.56	19.81	634.5	0.419
"61868-33-5"	"3,3-dimethyl-5-ethylheptane"	623.6	19.81	634.5	0.419
"61868-34-6"	"3,4-dimethyl-3-ethylheptane"	637.52	19.81	634.5	0.419
"61868-35-7"	"3,4-dimethyl-4-ethylheptane"	631.95	19.81	634.5	0.419
"61868-36-8"	"3,4-dimethyl-5-ethylheptane"	629.43	19.75	633.5	0.449
"61868-37-9"	"3,5-dimethyl-3-ethylheptane"	630.56	19.81	634.5	0.419
"61868-38-0"	"3,5-dimethyl-4-ethylheptane"	628.05	19.75	633.5	0.449
"61868-39-1"	"4,4-dimethyl-3-ethylheptane"	624.99	19.81	634.5	0.419
"61868-40-4"	"2,2,3,3-tetramethylheptane"	638.82	20	629.5	0.361
"61868-41-5"	"2,2,3,4-tetramethylheptane"	629.04	19.95	628.5	0.391
"61868-42-6"	"2,2,3,5-tetramethylheptane"	626.24	19.95	628.5	0.391
"61868-43-7"	"2,2,3,6-tetramethylheptane"	620.64	19.95	628.5	0.391
"61868-44-8"	"2,2,4,4-tetramethylheptane"	624.72	20	629.5	0.361
"61868-45-9"	"2,2,4,5-tetramethylheptane"	619.24	19.95	628.5	0.391
"61868-46-0"	"2,2,4,6-tetramethylheptane"	609.72	19.95	628.5	0.391
"61868-47-1"	"2,2,5,5-tetramethylheptane"	619.08	20	629.5	0.361
"61868-48-2"	"2,2,5,6-tetramethylheptane"	619.24	19.95	628.5	0.391
"61868-49-3"	"2,3,3,4-tetramethylheptane"	637.45	19.95	628.5	0.391
"61868-50-6"	"2,3,3,5-tetramethylheptane"	629.04	19.95	628.5	0.391
"61868-51-7"	"2,3,3,6-tetramethylheptane"	627.64	19.95	628.5	0.391
"61868-52-8"	"2,3,4,4-tetramethylheptane"	631.84	19.95	628.5	0.391
"61868-53-9"	"2,3,4,5-tetramethylheptane"	629.22	19.89	627.5	0.421
"61868-54-0"	"2,3,4,6-tetramethylheptane"	622.26	19.89	627.5	0.421
"61868-55-1"	"2,3,5,5-tetramethylheptane"	623.44	19.95	628.5	0.391
"61868-56-2"	"2,4,4,5-tetramethylheptane"	626.24	19.95	628.5	0.391
"61868-57-3"	"2,4,4,6-tetramethylheptane"	612.24	19.95	628.5	0.391
"61868-58-4"	"2,4,5,5-tetramethylheptane"	629.04	19.95	628.5	0.391
"61868-59-5"	"3,3,4,4-tetramethylheptane"	644.46	20	629.5	0.361
"61868-60-8"	"3,3,4,5-tetramethylheptane"	636.04	19.95	628.5	0.391
"61868-61-9"	"3,3,5,5-tetramethylheptane"	638.82	20	629.5	0.361
"61868-62-0"	"3,4,4,5-tetramethylheptane"	641.65	19.95	628.5	0.391
"61868-63-1"	"2,2-dimethyl-3-isopropylhexane"	623.44	19.95	628.5	0.391
"61868-64-2"	"2,3-dimethyl-3-isopropylhexane"	634.64	19.95	628.5	0.391
"61868-65-3"	"2,4-dimethyl-3-isopropylhexane"	623.65	19.89	627.5	0.421
"61868-66-4"	"2,5-dimethyl-3-isopropylhexane"	616.7	19.89	627.5	0.421
"61868-67-5"	"2-methyl-3,3-diethylhexane"	638.91	19.81	634.5	0.419
"61868-68-6"	"2-methyl-3,4-diethylhexane"	625.29	19.75	633.5	0.449
"61868-69-7"	"2-methyl-4,4-diethylhexane"	629.17	19.81	634.5	0.419
"61868-70-0"	"3-methyl-3,4-diethylhexane"	638.91	19.81	634.5	0.419
"61868-71-1"	"3-methyl-4,4-diethylhexane"	644.47	19.81	634.5	0.419
"61868-72-2"	"2,2,3-trimethyl-3-ethylhexane"	638.82	20	629.5	0.361
"61868-73-3"	"2,2,3-trimethyl-4-ethylhexane"	629.04	19.95	628.5	0.391
"61868-74-4"	"2,2,4-trimethyl-3-ethylhexane"	627.64	19.95	628.5	0.391
"61868-75-5"	"2,2,4-trimethyl-4-ethylhexane"	636	20	629.5	0.361
"61868-76-6"	"2,2,5-trimethyl-3-ethylhexane"	620.64	19.95	628.5	0.391
"61868-77-7"	"2,2,5-trimethyl-4-ethylhexane"	615.04	19.95	628.5	0.391
"61868-78-8"	"2,3,3-trimethyl-4-ethylhexane"	638.85	19.95	628.5	0.391
"61868-79-9"	"2,3,4-trimethyl-3-ethylhexane"	644.45	19.95	628.5	0.391
"61868-80-2"	"2,3,4-trimethyl-4-ethylhexane"	634.64	19.95	628.5	0.391
"61868-81-3"	"2,3,5-trimethyl-3-ethylhexane"	629.04	19.95	628.5	0.391
"61868-82-4"	"2,3,5-trimethyl-4-ethylhexane"	626.44	19.89	627.5	0.421
"61868-83-5"	"2,4,4-trimethyl-3-ethylhexane"	631.84	19.95	628.5	0.391
"61868-84-6"	"3,3,4-trimethyl-4-ethylhexane"	652.92	20	629.5	0.361
"61868-85-7"	"2,2,3,3,4-pentamethylhexane"	648.89	20.15	623.5	0.333
"61868-86-8"	"2,2,3,3,5-pentamethylhexane"	629.72	20.15	623.5	0.333
"61868-87-9"	"2,2,3,4,4-pentamethylhexane"	651.73	20.15	623.5	0.333
"61868-88-0"	"2,2,3,4,5-pentamethylhexane"	630.42	20.09	622.5	0.362
"61868-89-1"	"2,3,3,4,4-pentamethylhexane"	653.15	20.15	623.5	0.333
"61868-90-4"	"2,2,4-trimethyl-3-isopropylpentane"	624.78	20.09	622.5	0.362
"61868-91-5"	"2,3,4-trimethyl-3-isopropylpentane"	647.34	20.09	622.5	0.362
"61868-92-6"	"2,4-dimethyl-3,3-diethylpentane"	647.25	19.95	628.5	0.391
"61868-93-7"	"2,2,3,4-tetramethyl-3-ethylpentane"	651.73	20.15	623.5	0.333
"61868-94-8"	"3,5,5-trimethyloctane"	616.64	19.81	634.5	0.419
"61868-95-9"	"4,4,5-trimethyloctane"	630.56	19.81	634.5	0.419
"61868-96-0"	"2-methyl-4-propylheptane"	614.62	19.61	639.5	0.478
"61868-97-1"	"3-methyl-4-propylheptane"	621.49	19.61	639.5	0.478
"61868-98-2"	"2-methyl-4-isopropylheptane"	615.61	19.75	633.5	0.449
"61868-99-3"	"3-methyl-4-isopropylheptane"	622.52	19.75	633.5	0.449
"61869-00-9"	"4-methyl-4-isopropylheptane"	630.56	19.81	634.5	0.419
"61869-01-0"	"3,4-diethylheptane"	622.87	19.61	639.5	0.478
"61869-02-1"	"3,5-diethylheptane"	621.49	19.61	639.5	0.478
"61869-03-2"	"2,2-dimethyl-3-ethylheptane"	624.99	19.81	634.5	0.419
"61869-04-3"	"2,2-dimethyltridecane"	694.17	14.36	864.5	0.601
"61869-05-4"	"2,2-dimethylpentadecane"	722.25	12.48	1028.9	0.66
"61869-06-5"	"2,2-dimethyloctadecane"	759.27	10.28	1208	0.713
"61886-61-1"	"3-pentadecyne"	717.83	16.03	837.5	0.616
"61886-62-2"	"3-hexadecyne"	729.15	14.86	893.5	0.65
"61886-63-3"	"3-heptadecyne"	739.6	13.82	949.5	0.68
"61886-64-4"	"3-octadecyne"	750.52	12.88	1005.5	0.707
"61886-65-5"	"3-nonadecyne"	760.66	12.04	1061.5	0.728
"61886-66-6"	"3-eicosyne"	758.74	11.28	1117.5	0.744
"61886-67-7"	"2-nonylnaphthalene"	834.22	16.25	913.5	0.732
"61886-68-8"	"2-undecylnaphthalene"	852.71	14	1025.5	0.787
"61886-71-3"	"1-methyl-8-ethylnaphthalene"	773.61	27.13	577.5	0.493
"619-15-8"	"2,5-dinitrotoluene"	814	34	472	0.712
"619-39-6"	"2-octyldecanoic acid"	799	13.6	1020	1.084
"619-52-3"	"4-methyl-1-isopropylcyclohexene, (R)"	640	26	511	
"619-66-9"	"4-formylbenzoic acid"	966	38.2	393	0.817
"619-82-9"	"1,4-cyclohexanedicarboxylic acid"	889	34.2	464	1.036
"619-99-8"	"3-ethylhexane"	565.5	26.1	455	0.361
"6191-71-5"	"cis-4-hepteN-1-ol"	601	35	341	
"6196-58-3"	"2-(pentyloxy)ethanol"	618	29.4	460.6	
"6196-60-7"	"3-methyl-3-ethyl-1-pentene"	567.4	26.99	453.5	0.297
"6196-80-1"	"1-iodo-4-methylpentane"	617.65	36.2	384.5	0.739
"62-53-3"	"aniline"	699	53.1	270	0.378
"62-56-6"	"thiourea"	854	82.3	248	0.3586
"620-11-1"	"1-ethylpropyl acetate"	577	28.1	442	0.464
"620-14-4"	"m-ethyltoluene"	637.15	31.5	427	0.365
"620-17-7"	"m-ethylphenol"	716.45	42.9	387	0.519
"620-20-2"	"1-chloro-3-(chloromethyl)benzene"	710	36.2	404	0.343
"620-23-5"	"3-methylbenzaldehyde"	691	36.7	376	0.433
"620-43-9"	"tris(2-methylbutyl)amine"	711.57	14.34	901.2	0.754
"620-47-3"	"3-methyldiphenylmethane"	782.37	27.27	603.5	0.478
"620-83-7"	"4-methyldiphenylmethane"	786.22	27.27	603.5	0.478
"620-85-9"	"4-ethyldiphenylmethane"	793.82	24.73	659.5	0.522
"62016-13-1"	"3-isopropyl-2-methylhexane"	623.4	22.9	529	0.391
"62016-14-2"	"2,5,6-trimethyloctane"	623.9	19.75	633.5	0.449
"62016-15-3"	"4-isopropyloctane"	620.12	19.61	639.5	0.478
"62016-16-4"	"2-methyl-3-ethyloctane"	625.61	19.61	639.5	0.478
"62016-17-5"	"2-methyl-4-ethyloctane"	617.37	19.61	639.5	0.478
"62016-18-6"	"2-methyl-5-ethyloctane"	620.12	19.61	639.5	0.478
"62016-19-7"	"2-methyl-6-ethyloctane"	625.61	19.61	639.5	0.478
"62016-20-0"	"3-methyl-4-ethyloctane"	625.61	19.61	639.5	0.478
"62016-21-1"	"3-methyl-5-ethyloctane"	617.37	19.61	639.5	0.478
"62016-22-2"	"3-methyl-6-ethyloctane"	625.61	19.61	639.5	0.478
"62016-23-3"	"4-methyl-3-ethyloctane"	626.99	19.61	639.5	0.478
"62016-24-4"	"4-methyl-5-ethyloctane"	622.87	19.61	639.5	0.478
"62016-25-5"	"4-methyl-6-ethyloctane"	622.87	19.61	639.5	0.478
"62016-26-6"	"2,2,3-trimethyloctane"	629.17	19.81	634.5	0.419
"62016-27-7"	"2,2,5-trimethyloctane"	618.03	19.81	634.5	0.419
"62016-28-8"	"2,2,6-trimethyloctane"	622.21	19.81	634.5	0.419
"62016-29-9"	"2,2,7-trimethyloctane"	616.64	19.81	634.5	0.419
"62016-30-2"	"2,3,3-trimethyloctane"	633.34	19.81	634.5	0.419
"62016-31-3"	"2,3,4-trimethyloctane"	626.67	19.75	633.5	0.449
"62016-32-4"	"2,3,5-trimethyloctane"	622.52	19.75	633.5	0.449
"62016-33-5"	"2,3,6-trimethyloctane"	626.67	19.75	633.5	0.449
"62016-34-6"	"2,3,7-trimethyloctane"	625.29	19.75	633.5	0.449
"62016-35-7"	"2,4,4-trimethyloctane"	618.03	19.81	634.5	0.419
"62016-36-8"	"2,4,5-trimethyloctane"	621.14	19.75	633.5	0.449
"62016-37-9"	"2,4,6-trimethyloctane"	618.37	19.75	633.5	0.449
"62016-38-0"	"2,4,7-trimethyloctane"	614.22	19.75	633.5	0.449
"62016-39-1"	"2,5,5-trimethyloctane"	619.43	19.81	634.5	0.419
"62016-40-4"	"3,3,4-trimethyloctane"	633.34	19.81	634.5	0.419
"62016-41-5"	"3,3,5-trimethyloctane"	622.21	19.81	634.5	0.419
"62016-42-6"	"3,3,6-trimethyloctane"	626.38	19.81	634.5	0.419
"62016-43-7"	"3,4,4-trimethyloctane"	631.95	19.81	634.5	0.419
"62016-44-8"	"3,4,5-trimethyloctane"	628.05	19.75	633.5	0.449
"62016-45-9"	"3,4,6-trimethyloctane"	625.29	19.75	633.5	0.449
"62016-46-0"	"2,2-dimethyl-4-ethylheptane"	613.86	19.81	634.5	0.419
"62016-47-1"	"2,2-dimethyl-5-ethylheptane"	619.43	19.81	634.5	0.419
"62016-48-2"	"methyl 2-methylbutyl ether"	533.65	30.76	383.5	0.359
"62016-49-3"	"methyl 1,2-dimethylpropyl ether"	527.59	31.04	377.5	0.329
"62016-52-8"	"heptadecylcyclopentane"	808.79	10.08	1208.5	0.758
"62016-53-9"	"octadecylcyclopentane"	819.7	9.49	1264.5	0.756
"62016-54-0"	"nonadecylcyclopentane"	829.99	8.95	1320.5	0.746
"62016-55-1"	"docosylcyclopentane"	861.25	7.59	1488.5	
"62016-56-2"	"tricosylcyclopentane"	871.87	7.2	1544.5	
"62016-57-3"	"tetracosylcyclopentane"	882.04	6.85	1600.5	
"62016-58-4"	"hexacosylcyclopentane"	905.99	6.21	1712.5	
"62016-59-5"	"1,cis-3-diethylcyclopentane"	617.12	26.71	479.5	0.334
"62016-60-8"	"1,trans-3-diethylcyclopentane"	617.12	26.71	479.5	0.334
"62016-61-9"	"1,1-dimethyl-3-ethylcyclopentane"	602.06	27.99	477.5	0.296
"62016-62-0"	"1,trans-2-dimethyl-1-ethylcyclopentane"	616.85	27.99	477.5	0.296
"62016-63-1"	"1,cis-2-dimethyl-1-ethylcyclopentane"	616.85	27.99	477.5	0.296
"62016-64-2"	"1,cis-2-dimethyl-cis4-ethylcyclopentane"	614.43	25.82	478.5	0.309
"62016-65-3"	"1,cis-2-dimethyl-trans-4-ethylcyclopentane"	614.43	25.82	478.5	0.309
"62016-66-4"	"1,trans-2-dimethyl-cis4-ethylcyclopentane"	604.2	25.82	478.5	0.309
